CSA,indicator,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,20ze
Canton,hhpov,,,,,,2.998605,2.260274,3.661784,2.046385,2.216428,,
Canton,hhs,4310.0,,,,,,,,,3870.0,,
Canton,juvarr,,37.037037,59.259259,81.481481,59.259259,29.62963,,,,,,
Canton,juvdrug,,0.0,0.0,0.0,0.0,0.0,,,,,,
Canton,juvviol,,14.814815,0.0,14.814815,29.62963,0.0,,,,,,
Canton,male,4011.0,,,,,,,,,,,
Canton,mhhi,74685.14,82129.569175,84978.141631,90862.712924,91735.652736,95362.400309,103281.832192,111891.251825,116911.088235,128460.4821,,
Canton,ownroc,70.0,67.93,68.720497,68.364811,66.625341,66.625341,67.574932,66.889549,66.889549,65.113974,65.113974,
Canton,p2more,1.320988,,,,,1.744478,2.517722,2.450156,2.279767,1.588071,4.10244,
Canton,paa,3.950617,,,,,2.459839,3.409924,3.939467,4.051543,4.982422,3.908241,
Canton,pasi,3.358025,,,,,3.790161,3.996578,4.383858,5.699418,5.69766,4.575798,
Canton,phisp,4.987654,,,,,4.919679,3.165485,,3.19663,4.412656,6.833354,
Canton,phsip,,,,,,,,3.086716,,,,
Canton,ppac,0.37037,,,,,0.238454,0.415546,0.564497,0.470821,0.339435,0.679694,
Canton,prop,,57.160494,51.234568,49.135802,39.5062,46.54321,37.160494,33.45679,49.506173,45.308642,31.234568,
Canton,pwhite,86.012346,,,,,86.84739,86.494745,85.575306,84.301821,82.979755,79.900473,
Canton,racdiv,28.275434,,,,,26.293699,24.956041,26.305424,28.530056,31.688519,,
Canton,reosa,,14.02,3.883495,0.657895,0.373134,0.327869,0.0,0.0,3.472222,1.186944,2.083333,
Canton,resrehab,3.99,5.33,6.608696,6.486083,5.281428,4.413588,5.870696,8.023774,5.720654,7.037037,6.070367,
Canton,salepr,251000.0,231000.0,261200.0,285500.0,275000.0,302900.0,286500.0,306500.0,295500.0,275000.0,,
Canton,shomes,230.0,199.0,288.0,244.0,315.0,271.0,324.0,327.0,305.0,392.0,,
Canton,shoot,,0.0,0.123457,,,0.37037,0.0,0.37037,0.246914,0.246914,0.246914,
Canton,totalres,4013.0,4017.0,4025.0,4024.0,4033.0,4033.0,4037.0,4038.0,4038.0,4036.0,4036.0,
Canton,tpop,8100.0,,,,,,,,,,8239.0,
Canton,vacant,0.92,0.67,0.770186,0.571571,0.471113,0.396727,0.27248,0.421,0.47053,0.470763,0.396432,
Canton,vio,0.6,0.398307,0.496894,0.82008,,0.743126,0.891751,0.792472,0.866766,0.916749,1.065411,
Canton,viol,8.271605,7.654321,6.666667,6.91358,6.2963,4.567901,8.271605,10.37037,9.135802,6.91358,5.308642,
Cedonia/Frankford,Hhsi,,,,,,,,,,,,2.54
Cedonia/Frankford,affordm,49.796472,53.288798,49.796472,48.257888,43.619,42.203476,39.960795,39.448775,39.972603,37.257111,,
Cedonia/Frankford,affordr,60.349017,62.78549,53.827751,48.257888,58.8472,57.622794,53.622881,54.776512,50.647033,48.112994,,
Cedonia/Frankford,age18_,17.222057,,,,,15.716636,16.284987,15.48913,16.690996,17.300249,,
Cedonia/Frankford,age24_,11.559197,,,,,9.586093,8.616897,8.958899,8.904367,8.189708,,
Cedonia/Frankford,age5_,7.263234,,,,,6.278216,6.447578,6.237262,5.359303,6.058754,,
Cedonia/Frankford,age64_,55.295666,,,,,59.014388,58.64493,59.311311,58.560287,56.639368,,
Cedonia/Frankford,age65_,8.66,,,,,9.404666,10.005607,10.003397,10.485048,11.811922,,
Cedonia/Frankford,baltvac,,2.564103,1.449275,1.234568,,,,2.380952,1.315789,3.703704,1.333333,
Cedonia/Frankford,constper,,0.48,1.113586,0.158983,0.159109,0.0,0.476948,0.79466,0.0,0.0,0.0,
Cedonia/Frankford,crime,43.723734,48.393259,46.69525,52.171329,52.2987,53.572187,48.223458,59.260517,53.105234,52.553381,38.332555,
Cedonia/Frankford,dom,98.0,71.0,48.0,39.0,45.0,43.0,36.0,26.0,26.0,33.0,20.0,
Cedonia/Frankford,domvio,60.236872,70.212676,66.731757,,,,,,,,,
Cedonia/Frankford,fam,34.499358,,,,,30.584409,31.219722,29.553377,30.308669,33.170467,,
Cedonia/Frankford,female,12769.0,,,,,,,,,,,
Cedonia/Frankford,femhhs,55.255814,,,,,53.036021,45.689655,43.715444,44.889852,44.222586,,
Cedonia/Frankford,fore,2.88,1.3,2.402164,4.149444,3.19809,3.166269,2.305246,2.240941,2.097902,1.874504,0.476569,
Cedonia/Frankford,hh25inc,27.28,28.237749,29.920034,31.405074,30.0629,29.650614,28.582194,26.220044,23.511384,18.490771,,
Cedonia/Frankford,hh40inc,23.96,22.506045,20.162837,20.072338,20.9119,21.193999,21.681559,22.331155,21.661559,22.975027,,
Cedonia/Frankford,hh60inc,20.81,17.354572,18.046266,16.911551,19.3606,17.647676,18.311982,17.45098,18.793783,18.338762,,
Cedonia/Frankford,hh75inc,10.83,12.256235,12.584695,10.821832,9.01468,8.309726,8.763053,8.867102,8.712785,8.566775,,
Cedonia/Frankford,hhchpov,,,,,25.950143,23.345482,20.574534,19.963812,15.52964,17.905647,,
Cedonia/Frankford,hhm75,17.13,19.645398,19.286168,20.789204,20.65,23.197986,22.661212,25.130719,27.32049,31.628664,,
Cedonia/Frankford,hhpov,,,,,,16.856025,15.107775,12.182141,10.448631,10.876413,,
Cedonia/Frankford,hhs,9348.0,,,,,,,,,9210.0,,
Cedonia/Frankford,juvarr,,37.36089,44.91256,48.09221,42.527822,17.885533,,,,,,
Cedonia/Frankford,juvdrug,,8.346582,9.936407,4.372019,6.3593,1.192369,,,,,,
Cedonia/Frankford,juvviol,,7.551669,11.526232,16.295707,12.321145,3.17965,,,,,,
Cedonia/Frankford,male,10788.0,,,,,,,,,,,
Cedonia/Frankford,mhhi,38969.08,39144.109663,39556.115071,38117.93299,39306.14307,39300.355035,39807.032132,41625.591687,44159.545283,47258.03394,,
Cedonia/Frankford,ownroc,79.0,76.53,76.105632,75.246423,73.078759,73.078759,71.081081,71.344565,71.344565,68.816521,68.816521,
Cedonia/Frankford,p2more,1.7914,,,,,1.257331,1.013499,0.777004,0.462944,0.513385,2.841238,
Cedonia/Frankford,paa,78.537165,,,,,75.604405,78.522448,80.566406,83.025399,83.596137,82.596304,
Cedonia/Frankford,pasi,2.258352,,,,,4.742416,4.278259,3.549592,2.206281,2.786945,1.184591,
Cedonia/Frankford,phisp,1.973936,,,,,3.805747,2.76448,,3.148851,3.10068,2.979292,
Cedonia/Frankford,phsip,,,,,,,,3.324558,,,,
Cedonia/Frankford,ppac,0.382052,,,,,0.282688,0.008626,0.067935,0.112608,0.126309,0.685816,
Cedonia/Frankford,prop,,37.101498,34.554485,39.521161,38.842,41.473872,34.554485,42.789829,38.587256,36.337394,25.682387,
Cedonia/Frankford,pwhite,15.057096,,,,,14.307413,13.412688,11.714504,11.043917,9.876543,9.712759,
Cedonia/Frankford,racdiv,37.47877,,,,,43.851222,39.06074,35.917188,32.552109,31.852972,,
Cedonia/Frankford,reosa,,42.62,16.883117,6.698565,1.801802,1.056338,3.395062,0.954654,18.35206,12.937063,12.052117,
Cedonia/Frankford,resrehab,1.91,1.64,2.099905,2.702703,2.354813,2.816229,3.513514,4.100445,4.27527,3.952507,5.019857,
Cedonia/Frankford,salepr,103225.0,88000.0,94500.0,97250.0,78575.0,69950.0,85000.0,112750.0,110000.0,138500.0,,
Cedonia/Frankford,shomes,195.0,171.0,141.0,132.0,262.0,224.0,315.0,319.0,358.0,458.0,,
Cedonia/Frankford,shoot,,0.806554,0.764104,,,2.419663,1.86781,1.613109,3.183767,4.924226,3.311118,
Cedonia/Frankford,totalres,6294.0,6290.0,6286.0,6290.0,6285.0,6285.0,6290.0,6292.0,6292.0,6295.0,6295.0,
Cedonia/Frankford,tpop,23557.0,,,,,,,,,,22455.0,
Cedonia/Frankford,vacant,0.67,0.61,1.097677,1.287758,1.654733,1.909308,1.399046,1.335029,1.207883,1.286736,1.191422,
Cedonia/Frankford,vio,1.6,2.607313,1.049952,1.764706,,1.653418,1.494436,2.701844,2.463446,1.636219,1.77919,
Cedonia/Frankford,viol,11.970964,11.29176,12.140765,11.801163,12.82,11.673812,13.15957,15.621684,14.517978,16.215987,12.650168,
Cherry Hill,Hhsi,,,,,,,,,,,,2.57
Cherry Hill,affordm,24.89083,25.347222,24.89083,36.298932,41.629,36.320755,36.160714,26.923077,23.333333,30.223881,,
Cherry Hill,affordr,51.32679,47.741236,24.203822,36.298932,43.5,48.329049,47.791619,48.927875,46.178093,43.342552,,
Cherry Hill,age18_,24.323336,,,,,25.769816,26.57758,27.193852,27.934795,28.641285,,
Cherry Hill,age24_,12.14338,,,,,10.65449,9.527345,9.134854,8.174035,7.160321,,
Cherry Hill,age5_,11.375274,,,,,11.462358,9.886167,8.316807,9.252961,9.779951,,
Cherry Hill,age64_,43.782004,,,,,43.917574,45.459045,45.575112,44.787147,43.92828,,
Cherry Hill,age65_,8.38,,,,,8.195762,8.549864,9.779375,9.851061,10.490162,,
Cherry Hill,baltvac,,5.405405,5.128205,5.0,,,,3.636364,5.0,3.333333,1.694915,
Cherry Hill,constper,,0.0,0.0,0.0,1.01626,0.0,1.015228,0.0,0.0,0.0,0.0,
Cherry Hill,crime,59.985369,64.740307,59.131919,50.597415,53.5235,57.303097,65.106072,66.934894,67.056815,49.134357,36.942209,
Cherry Hill,dom,141.0,92.0,28.0,36.0,38.0,48.0,27.0,36.0,19.5,27.0,24.5,
Cherry Hill,domvio,62.911485,71.080224,78.639356,,,,,,,,,
Cherry Hill,fam,45.373609,,,,,43.25016,40.098039,38.953682,40.561983,41.036646,,
Cherry Hill,female,4859.0,,,,,,,,,,,
Cherry Hill,femhhs,80.728802,,,,,80.621302,78.158109,75.620188,76.609617,73.451327,,
Cherry Hill,fore,2.02,1.02,0.609137,1.930894,1.42276,0.914634,1.725888,0.913706,0.812183,0.608519,0.10142,
Cherry Hill,hh25inc,59.29,51.077866,48.333124,47.755957,53.1771,54.318618,51.830065,50.683106,49.85124,47.771542,,
Cherry Hill,hh40inc,18.24,19.630363,20.469892,23.005578,21.3757,20.441459,19.640523,17.894035,17.057851,17.431496,,
Cherry Hill,hh60inc,10.09,10.406099,11.884596,14.274058,13.2943,12.827895,14.052288,14.028657,14.479339,13.502806,,
Cherry Hill,hh75inc,6.74,12.439406,10.056515,6.080148,4.4417,3.902751,3.496732,3.765412,4.495868,6.206669,,
Cherry Hill,hhchpov,,,,,53.72549,62.515723,60.918367,56.787964,58.823529,58.080194,,
Cherry Hill,hhm75,5.64,6.446266,9.255872,8.884259,7.71,8.509277,10.980392,13.62879,14.115702,15.087488,,
Cherry Hill,hhpov,,,,,,45.532995,41.050903,39.337017,39.483395,37.76,,
Cherry Hill,hhs,3145.0,,,,,,,,,3029.0,,
Cherry Hill,juvarr,,57.037718,56.117755,85.556578,57.957682,24.839006,,,,,,
Cherry Hill,juvdrug,,26.678933,23.919043,27.598896,8.279669,2.75989,,,,,,
Cherry Hill,juvviol,,12.879485,9.199632,11.959522,13.799448,7.359706,,,,,,
Cherry Hill,male,3343.0,,,,,,,,,,,
Cherry Hill,mhhi,18602.22,21038.253846,22980.535849,23918.707627,22658.559091,22403.365385,23585.141414,24250.974453,25132.326471,26654.08088,,
Cherry Hill,ownroc,55.0,53.01,52.994924,52.235772,49.49187,49.49187,47.51269,46.091371,46.091371,43.610548,43.610548,
Cherry Hill,p2more,1.146062,,,,,2.540686,2.289037,1.425384,1.477659,1.990919,3.175027,
Cherry Hill,paa,95.135333,,,,,88.924014,88.789903,87.469013,87.967632,88.392129,89.127535,
Cherry Hill,pasi,0.243843,,,,,1.006908,1.039347,0.929598,0.703647,0.465712,0.627001,
Cherry Hill,phisp,1.597171,,,,,4.659876,4.553328,,4.773074,4.051694,4.068837,
Cherry Hill,phsip,,,,,,,,5.813089,,,,
Cherry Hill,ppac,0.292612,,,,,0.257581,0.210344,0.0,0.0,0.29107,0.493597,
Cherry Hill,prop,,42.550597,39.50256,33.162643,37.0641,36.332602,40.599854,38.771031,46.208242,29.62692,19.507437,
Cherry Hill,pwhite,1.584979,,,,,2.610935,3.11804,4.362915,5.077988,4.808476,2.508004,
Cherry Hill,racdiv,11.180191,,,,,25.503221,25.315433,30.27714,27.96768,26.322911,,
Cherry Hill,reosa,,15.38,6.666667,0.0,4.347826,4.761905,4.347826,0.0,37.5,10.0,8.333333,
Cherry Hill,resrehab,0.4,0.51,0.203046,0.406504,1.117886,1.117886,0.507614,0.913706,14.619289,2.008032,1.419878,
Cherry Hill,salepr,69000.0,61050.0,16000.0,34850.0,23500.0,19109.0,38000.0,45000.0,54080.0,49000.0,,
Cherry Hill,shomes,9.0,8.0,6.0,2.0,18.0,7.0,16.0,11.0,13.0,16.0,,
Cherry Hill,shoot,,5.974153,5.242624,,,2.804194,5.120702,6.461839,4.023409,4.511095,4.267252,
Cherry Hill,totalres,988.0,985.0,985.0,984.0,984.0,984.0,985.0,985.0,985.0,986.0,986.0,
Cherry Hill,tpop,8202.0,,,,,,,,,,7496.0,
Cherry Hill,vacant,3.44,3.71,3.959391,4.065041,4.878049,5.182927,5.279188,5.583756,6.091371,6.085193,5.983773,
Cherry Hill,vio,2.94,5.177665,2.436548,3.353659,,2.639594,1.827411,4.873096,5.583756,3.346856,2.839757,
Cherry Hill,viol,22.555474,22.18971,19.629359,16.215557,15.484,19.385516,23.530846,26.700805,20.848574,19.507437,17.434772,
Chinquapin Park/Belvedere,Hhsi,,,,,,,,,,,,2.26
Chinquapin Park/Belvedere,affordm,35.610641,34.196547,35.610641,34.30605,31.8367,36.042403,39.192062,37.544107,30.637079,28.785047,,
Chinquapin Park/Belvedere,affordr,49.079755,55.583756,36.715328,34.30605,61.4719,60.0,50.77233,42.039216,38.824439,40.240964,,
Chinquapin Park/Belvedere,age18_,14.156782,,,,,17.678164,17.22505,14.946746,13.763211,11.768136,,
Chinquapin Park/Belvedere,age24_,11.062403,,,,,7.955775,7.363561,7.47929,6.46004,7.359459,,
Chinquapin Park/Belvedere,age5_,7.168644,,,,,7.823579,6.996567,5.940828,5.723786,6.239795,,
Chinquapin Park/Belvedere,age64_,56.162971,,,,,54.572768,56.031727,58.745562,59.790999,59.890366,,
Chinquapin Park/Belvedere,age65_,11.45,,,,,11.969715,12.383095,12.887574,14.261964,14.742244,,
Chinquapin Park/Belvedere,baltvac,,0.0,5.555556,3.703704,,,,0.0,0.0,0.0,0.0,
Chinquapin Park/Belvedere,constper,,0.0,0.0,0.371885,0.371885,0.371885,1.115242,0.0,0.0,0.0,0.0,
Chinquapin Park/Belvedere,crime,43.579165,33.393502,44.481692,42.80557,47.705,52.475503,40.613718,42.418773,35.456421,31.846313,25.012893,
Chinquapin Park/Belvedere,dom,103.0,78.0,54.0,45.0,36.0,38.0,30.0,40.0,35.0,31.0,15.0,
Chinquapin Park/Belvedere,domvio,39.711191,44.223827,47.318205,,,,,,,,,
Chinquapin Park/Belvedere,fam,29.324204,,,,,31.762295,27.829638,25.338142,23.733984,22.29892,,
Chinquapin Park/Belvedere,female,4229.0,,,,,,,,,,,
Chinquapin Park/Belvedere,femhhs,51.472081,,,,,57.419355,48.322851,42.23013,44.601542,44.414536,,
Chinquapin Park/Belvedere,fore,2.04,0.93,1.561919,2.640387,2.2685,1.933804,1.747212,1.189591,1.189591,0.819367,0.409683,
Chinquapin Park/Belvedere,hh25inc,26.31,24.626364,27.752414,26.905089,29.4768,28.337237,28.675613,23.715059,23.581452,22.44898,,
Chinquapin Park/Belvedere,hh40inc,17.47,19.951898,19.134254,16.69201,16.861,17.447307,12.631272,14.307184,13.300793,11.284514,,
Chinquapin Park/Belvedere,hh60inc,19.29,17.578088,17.017455,18.972884,16.0837,14.929742,18.582264,17.853922,17.602196,19.627851,,
Chinquapin Park/Belvedere,hh75inc,8.65,9.991949,10.853184,10.995675,10.1046,9.982436,9.568261,8.025248,6.985967,7.142857,,
Chinquapin Park/Belvedere,hhchpov,,,,,24.295432,16.493874,18.154463,23.162194,12.376238,11.683168,,
Chinquapin Park/Belvedere,hhm75,28.28,27.851701,25.242694,26.434343,27.47,29.303279,30.54259,36.098587,38.529591,39.495798,,
Chinquapin Park/Belvedere,hhpov,,,,,,8.852459,10.163244,10.125918,6.603275,7.5956,,
Chinquapin Park/Belvedere,hhs,3359.0,,,,,,,,,3332.0,,
Chinquapin Park/Belvedere,juvarr,,13.119534,18.950437,13.119534,32.069971,24.781341,,,,,,
Chinquapin Park/Belvedere,juvdrug,,1.457726,1.457726,0.0,0.0,1.457726,,,,,,
Chinquapin Park/Belvedere,juvviol,,4.373178,11.661808,2.915452,10.204082,8.746356,,,,,,
Chinquapin Park/Belvedere,male,3527.0,,,,,,,,,,,
Chinquapin Park/Belvedere,mhhi,44659.56,44853.398058,42852.964646,47600.489899,44252.621528,45454.454545,48622.463768,54249.575,55713.714286,57082.625,,
Chinquapin Park/Belvedere,ownroc,74.0,70.31,71.550762,70.472295,68.873187,68.873187,67.32342,67.100372,67.100372,64.767225,64.767225,
Chinquapin Park/Belvedere,p2more,1.779268,,,,,3.869727,2.533444,2.615385,2.125638,2.041054,3.850949,
Chinquapin Park/Belvedere,paa,68.965962,,,,,67.612066,68.91204,68.828402,68.899181,67.098204,67.41931,
Chinquapin Park/Belvedere,pasi,1.714801,,,,,0.889316,2.415059,1.822485,1.793136,1.971075,2.07785,
Chinquapin Park/Belvedere,phisp,3.713254,,,,,5.540199,5.362851,,7.386296,6.496384,3.670869,
Chinquapin Park/Belvedere,phsip,,,,,,,,5.940828,,,,
Chinquapin Park/Belvedere,ppac,0.644662,,,,,0.0,0.0,0.0,0.237501,0.209937,0.623355,
Chinquapin Park/Belvedere,prop,,26.302218,35.456421,32.877772,37.9061,44.739556,31.588448,31.459515,27.333677,23.723569,16.632285,
Chinquapin Park/Belvedere,pwhite,23.182053,,,,,22.088691,20.776607,20.792899,19.558247,22.183345,22.357667,
Chinquapin Park/Belvedere,racdiv,49.536447,,,,,50.681704,50.476428,51.031665,52.314091,53.281908,,
Chinquapin Park/Belvedere,reosa,,24.19,11.47541,5.479452,2.222222,0.990099,0.0,1.587302,16.666667,16.190476,6.862745,
Chinquapin Park/Belvedere,resrehab,2.26,1.75,1.338788,2.194124,2.751952,2.56601,3.643123,2.899628,3.494424,3.842011,3.947858,
Chinquapin Park/Belvedere,salepr,117450.0,130000.0,124000.0,125000.0,120000.0,109500.0,125000.0,145000.0,153500.0,159900.0,,
Chinquapin Park/Belvedere,shomes,74.0,59.0,63.0,55.0,89.0,70.0,115.0,128.0,138.0,176.0,,
Chinquapin Park/Belvedere,shoot,,0.257865,1.160392,,,1.289324,1.160392,1.547189,1.160392,1.805054,1.160392,
Chinquapin Park/Belvedere,totalres,2694.0,2688.0,2689.0,2689.0,2689.0,2689.0,2690.0,2690.0,2690.0,2685.0,2685.0,
Chinquapin Park/Belvedere,tpop,7756.0,,,,,,,,,,7219.0,
Chinquapin Park/Belvedere,vacant,0.33,0.57,0.669394,1.004091,1.561919,1.710673,1.301115,1.598513,1.412639,1.042831,0.819367,
Chinquapin Park/Belvedere,vio,2.34,3.831845,2.937895,2.900707,,1.561338,1.672862,2.342007,2.156134,1.22905,1.191806,
Chinquapin Park/Belvedere,viol,12.635379,7.091284,9.025271,9.154203,9.02527,7.607014,8.251676,10.57246,8.122744,8.122744,8.380609,
Claremont/Armistead,Hhsi,,,,,,,,,,,,2.41
Claremont/Armistead,affordm,46.062992,48.723404,46.062992,34.851138,33.8164,36.243822,40.310078,46.788991,46.379045,46.858169,,
Claremont/Armistead,affordr,50.125188,49.017729,45.983936,34.851138,47.5119,49.818347,52.271725,51.2786,50.656743,50.877193,,
Claremont/Armistead,age18_,18.527518,,,,,16.322612,17.172398,20.431377,20.773504,22.881522,,
Claremont/Armistead,age24_,10.424007,,,,,10.56169,9.563947,9.099689,6.927995,5.610043,,
Claremont/Armistead,age5_,8.297898,,,,,9.445511,10.620364,10.741496,10.397233,11.014123,,
Claremont/Armistead,age64_,53.249909,,,,,54.524724,52.787143,51.260865,53.443035,51.118086,,
Claremont/Armistead,age65_,9.5,,,,,9.145463,9.856147,8.466574,8.458233,9.376226,,
Claremont/Armistead,baltvac,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,
Claremont/Armistead,constper,,6.62,49.66443,6.648936,26.025584,4.852228,5.652174,0.0,0.0,0.0,0.438982,
Claremont/Armistead,crime,52.606002,63.175799,48.961244,50.054671,46.2884,48.110801,55.886284,62.932815,52.970477,64.026242,52.970477,
Claremont/Armistead,dom,135.0,43.0,49.0,107.5,57.0,34.0,29.0,41.0,44.0,29.0,21.0,
Claremont/Armistead,domvio,60.381485,68.764427,67.428016,,,,,,,,,
Claremont/Armistead,fam,35.273472,,,,,33.039906,33.718635,36.759681,36.147903,38.068027,,
Claremont/Armistead,female,4514.0,,,,,,,,,,,
Claremont/Armistead,femhhs,57.131012,,,,,51.243339,53.762542,55.77072,52.900763,54.967834,,
Claremont/Armistead,fore,4.69,0.79,2.013423,2.925532,1.32333,0.74989,0.652174,0.351185,0.658472,0.48288,0.263389,
Claremont/Armistead,hh25inc,39.67,42.07946,42.229121,41.626981,35.5363,36.913146,36.312377,36.047836,36.589404,34.965986,,
Claremont/Armistead,hh40inc,18.88,18.706024,18.182571,19.966069,22.2347,22.183099,24.104877,20.301822,18.322296,19.510204,,
Claremont/Armistead,hh60inc,17.51,15.935339,16.887562,16.190991,19.3503,21.566901,21.088244,22.665148,19.839956,16.544218,,
Claremont/Armistead,hh75inc,10.6,6.895027,5.348457,4.617368,5.93671,4.166667,4.398083,5.267654,6.594923,8.190476,,
Claremont/Armistead,hhchpov,,,,,27.562146,32.883093,34.492519,34.615385,33.538251,31.844888,,
Claremont/Armistead,hhm75,13.34,16.384149,17.352289,17.598591,16.94,15.170188,14.09642,15.71754,18.653422,20.789116,,
Claremont/Armistead,hhpov,,,,,,21.266234,23.586347,24.0,24.639841,23.884758,,
Claremont/Armistead,hhs,3419.0,,,,,,,,,3675.0,,
Claremont/Armistead,juvarr,,12.114537,20.92511,15.418502,8.810573,8.810573,,,,,,
Claremont/Armistead,juvdrug,,2.202643,6.60793,4.405286,1.101322,0.0,,,,,,
Claremont/Armistead,juvviol,,7.709251,4.405286,3.303965,2.202643,1.101322,,,,,,
Claremont/Armistead,male,3717.0,,,,,,,,,,,
Claremont/Armistead,mhhi,33236.03,30918.42093,31970.505291,32827.824153,34034.147416,33179.511029,33108.234317,34792.619266,34885.386364,35245.61561,,
Claremont/Armistead,ownroc,77.0,70.9,75.167785,74.468085,85.090428,85.090428,83.434783,83.80158,83.80158,82.440737,82.440737,
Claremont/Armistead,p2more,2.004617,,,,,1.968315,3.124298,4.088422,3.605492,3.589643,3.232568,
Claremont/Armistead,paa,53.055522,,,,,57.105137,56.428411,55.714132,55.570695,56.492742,53.177405,
Claremont/Armistead,pasi,0.522415,,,,,0.984157,0.51697,0.193154,0.86993,1.059239,1.070168,
Claremont/Armistead,phisp,11.383793,,,,,10.30965,11.485727,,15.103239,18.948607,22.837599,
Claremont/Armistead,phsip,,,,,,,,15.248417,,,,
Claremont/Armistead,ppac,0.874742,,,,,0.576092,0.573163,0.611654,1.037627,0.902315,0.87158,
Claremont/Armistead,prop,,50.540639,40.092334,41.671729,35.9616,35.840117,41.307253,45.802454,38.877415,48.596768,34.382214,
Claremont/Armistead,pwhite,32.158911,,,,,29.056649,27.871432,24.144221,23.813018,19.007454,18.81068,
Claremont/Armistead,racdiv,66.714527,,,,,63.526252,65.12155,67.282447,67.36469,69.057977,,
Claremont/Armistead,reosa,,31.58,20.0,0.0,0.0,0.0,0.0,5.405405,21.428571,24.0,8.695652,
Claremont/Armistead,resrehab,1.52,2.65,4.563758,7.579787,1.411557,0.882223,0.913043,2.019315,1.141352,2.385082,1.843723,
Claremont/Armistead,salepr,139000.0,135000.0,79200.0,97000.0,90000.0,104900.0,76786.0,88820.0,131820.0,130000.0,,
Claremont/Armistead,shomes,16.0,18.0,6.0,7.0,17.0,25.0,29.0,28.0,34.0,35.0,,
Claremont/Armistead,shoot,,0.850443,1.457903,,,0.850443,1.579395,0.850443,2.065363,3.15879,1.943871,
Claremont/Armistead,totalres,725.0,755.0,745.0,752.0,2267.0,2267.0,2300.0,2278.0,2278.0,2278.0,2278.0,
Claremont/Armistead,tpop,8231.0,,,,,,,,,,9064.0,
Claremont/Armistead,vacant,0.0,0.25,0.268456,0.531915,0.220556,0.352889,0.391304,0.219491,0.131694,0.131694,0.131694,
Claremont/Armistead,vio,3.31,2.781457,3.624161,3.058511,,0.434783,0.304348,0.965759,0.746269,0.570676,0.526778,
Claremont/Armistead,viol,13.242619,12.63516,8.86891,7.896975,9.84085,11.541732,13.728587,15.79395,14.093063,15.429474,18.588264,
Clifton-Berea,Hhsi,,,,,,,,,,,,2.83
Clifton-Berea,affordm,44.680851,42.776204,44.680851,52.51076,54.5939,56.780735,51.436031,48.756219,48.997135,43.859649,,
Clifton-Berea,affordr,67.60176,59.249471,40.629275,52.51076,55.7405,52.067106,55.620609,58.176101,53.315995,51.55642,,
Clifton-Berea,age18_,18.03727,,,,,16.985617,18.696593,18.479815,17.941734,17.795813,,
Clifton-Berea,age24_,10.461819,,,,,10.281707,9.684402,8.788912,7.37802,6.598447,,
Clifton-Berea,age5_,7.464047,,,,,4.077024,5.514413,5.433946,5.637139,6.727829,,
Clifton-Berea,age64_,48.531497,,,,,53.096398,50.48422,52.139479,51.575083,51.046813,,
Clifton-Berea,age65_,15.51,,,,,15.559254,15.620371,15.157848,17.468025,17.831099,,
Clifton-Berea,baltvac,,17.364747,15.734266,15.371622,,,,13.209076,11.935484,11.552028,10.574294,
Clifton-Berea,constper,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Clifton-Berea,crime,57.929917,60.968199,56.410776,57.119708,54.9929,66.538384,67.956249,67.753697,66.538384,65.323071,53.98015,
Clifton-Berea,dom,71.0,44.0,36.0,49.5,32.0,52.0,36.0,25.0,25.0,31.0,26.5,
Clifton-Berea,domvio,49.726555,63.500101,61.778408,,,,,,,,,
Clifton-Berea,fam,34.65571,,,,,26.023945,26.962778,26.573209,25.870968,28.891051,,
Clifton-Berea,female,5401.0,,,,,,,,,,,
Clifton-Berea,femhhs,69.991823,,,,,72.639225,67.865429,63.774912,62.718204,54.545455,,
